93294,29253
93294,30482
93525,30482
93525,31493
94240,31493
94240,32527
94933,32527
94933,33749
95143,33749
95143,34753
95979,34753
95979,36026
96010,36026
96010,37259
96123,37259
96123,38515
96095,38515
96095,39559
96944,39559
96944,40708
97416,40708
97416,41932
97518,41932
97518,43097
97995,43097
97995,44385
97564,44385
97564,45590
97705,45590
97705,46771
98229,46771
98229,48026
97538,48026
97538,49226
97874,49226
97874,50438
